Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time,cycle_idx
4.185453870728775,-0.0001146353859743,26.419339530533897,0.0004,0.0,0.0,1
4.185380317056206,-0.0015289190677622,26.41603138908335,0.0004,4.201,9.36,1
3.706702973653771,-4.024990312662919,26.51113971859251,4.0,1.84,19.547,1
4.154668571725315,-0.00028186697042,26.73695688613025,0.0004,4.162,29.5,1
3.67828619261653,-4.025036105830359,26.8853672729499,4.0,1.83,39.469,1
4.135570242916182,-0.001178879136625,27.09129487912311,0.0004,4.141,49.375,1
3.656994048647744,-4.0257927865272825,27.212786698169204,4.0,1.81,59.407,1
4.120904403284714,-0.0013123674534852,27.40245869994423,0.0004,4.125,69.375,1
3.640713467601136,-4.0239625736385785,27.51313160281265,4.0,1.796,79.344,1
4.108984465398619,-0.0001781026456689,27.667899314387338,0.0004,4.111,89.375,1
3.6269880777487056,-4.0260050080246605,27.760658520759115,4.0,1.786,99.391,1
4.098163542256292,-0.0001326450824047,27.92264934980713,0.0004,4.1,109.422,1
3.616065014656756,-4.025040048031207,28.003923357728773,4.0,1.776,119.407,1
4.088730483252139,-0.0020589751230361,28.171463227903725,0.0004,4.089,129.438,1
3.606731494617722,-4.02450666070139,28.254531936546517,4.0,1.768,139.391,1
4.0799121527307545,-0.0018835056291885,28.393692814950093,0.0004,4.081,149.407,1
3.5986266757224468,-4.025401555123177,28.475347744553225,4.0,1.762,159.36,1
4.071547758018273,-0.0017895181223852,28.623659111183976,0.0004,4.071,169.36,1
3.591466594471785,-4.026028439265795,28.70131644382428,4.0,1.759,179.36,1
4.063843905244096,-0.0001871455606432,28.85143390267057,0.0004,4.064,189.313,1
3.5847830722649445,-4.025634640122575,28.912996501628765,4.0,1.756,199.282,1
4.05635138848337,-0.0008809786944947,29.062759596692683,0.0004,4.056,209.235,1
3.5784826403216714,-4.026193556541453,29.13121211992001,4.0,1.75,219.282,1
4.049070898901688,0.0011469739810522,29.27561254773437,0.0004,4.047,229.266,1
3.5730809928670624,-4.024592429397352,29.33049627097089,4.0,1.746,239.266,1
4.04200208245874,-0.0034520276796287,29.46950099828821,0.0004,4.041,249.204,1
3.567899889779568,-4.024704443625661,29.54345572353467,4.0,1.744,259.172,1
4.035446007300834,-0.0016135401588674,29.653511293281937,0.0004,4.033,269.219,1
3.563087384977672,-4.025647092328334,29.74246105758547,4.0,1.74,279.141,1
4.028738292285468,0.0006769837044978,29.87473637466696,0.0004,4.027,289.079,1
3.5581234570833438,-4.021970351183907,29.92437850057908,4.0,1.735,299.032,1
4.022631771042257,-0.0004486485855234,30.0453343878912,0.0004,4.021,309.094,1
3.553533479433204,-4.025022994459742,30.09291051878253,4.001,1.733,319.11,1
4.01647071248024,0.0016143899361806,30.23310161531789,0.0004,4.015,329.11,1
3.5493969766845987,-4.025478940167777,30.299123689628804,4.0,1.728,339.079,1
4.010599843465374,-0.0011809438495278,30.416703109396103,0.0004,4.01,349.079,1
3.5452754787370617,-4.025589156347094,30.46820315612837,4.0,1.725,359.032,1
4.00481862229155,0.00042303923215,30.55799346921182,0.0004,4.003,368.969,1
3.541064601757677,-4.024334267052951,30.618461292767403,4.0,1.722,378.922,1
3.999059613420126,-0.001518528394444,30.73313862836057,0.0004,3.998,388.86,1
3.5367379389900546,-4.024325652485515,30.788538011801304,4.0,1.718,398.875,1
3.9934501648069047,-0.0020607272044966,30.89932011242138,0.0004,3.992,408.829,1
3.533017865005951,-4.027078480945219,30.96656304731792,4.0,1.714,418.766,1
3.987916578141828,-0.0002213447246032,31.08217451879574,0.0004,3.986,428.735,1
3.528925615147633,-4.024771884235207,31.13023497110168,4.0,1.711,438.735,1
3.982224183242616,-0.0004321501388094,31.20807762786599,0.0004,3.98,448.704,1
3.524881384663469,-4.0259107247022445,31.26468934008532,4.0,1.708,458.657,1
3.9766314058363568,-0.0016329536354592,31.37072779999152,0.0004,3.976,468.594,1
3.5208267956374715,-4.02635956270619,31.425515574237256,4.0,1.703,478.532,1
3.97141706259536,-4.4616260180416485e-05,31.52585808178905,0.0004,3.97,488.532,1
3.516792565824658,-4.023759189226156,31.56230556147333,4.0,1.7,498.485,1
3.9660171150233863,-0.0005564583661435,31.67506993779579,0.0004,3.965,508.422,1
3.512280749572659,-4.024698298746141,31.72418762966478,4.0,1.694,518.485,1
3.960184020915472,-0.0011950960531976,31.80249344589837,0.0004,3.96,528.422,1
3.507870479897936,-4.026045643408,31.88893780136974,4.0,1.691,538.485,1
3.955050189416314,-7.689782425895556e-05,31.96042419102196,0.0004,3.954,548.485,1
3.5043718289107546,-4.024176391838502,31.98952010112503,4.0,1.687,558.485,1
3.949862904328332,-0.0013753162382728,32.09625511161228,0.0004,3.948,568.422,1
3.500198945815398,-4.027549643239946,32.15285346213927,4.0,1.684,578.36,1
3.944660069258093,-0.000772348506958,32.204263764128264,0.0004,3.944,588.266,1
3.495950501520986,-4.023273346112354,32.25586373774353,4.0,1.679,598.266,1
3.939916247857022,-0.0005321532895916,32.35230986642453,0.0004,3.94,608.313,1
3.492219824670864,-4.026236731563307,32.395014566215494,4.0,1.675,618.266,1
3.9348976273633767,0.0001065898857173,32.460113038508496,0.0004,3.934,628.219,1
3.488364874655548,-4.022268319447747,32.49237761770232,4.0,1.673,638.219,1
3.929859983326923,0.0019308644700682,32.574668672982,0.0004,3.929,648.141,1
3.484221555186901,-4.02586183906583,32.5986838346567,4.0,1.668,658.079,1
3.9252628056943633,-0.0009643912109952,32.63149204052292,0.0004,3.924,668.016,1
3.48007931956951,-4.025477475924385,32.6857759579254,4.0,1.666,677.985,1
3.920481279217593,-0.0008729107007937,32.72643645234592,0.0004,3.92,687.969,1
3.4761464508975912,-4.026588000116985,32.75781390817951,4.001,1.663,697.922,1
3.9159594524676256,-0.0006739399888051,32.798305870971205,0.0004,3.916,707.86,1
3.4722015961522272,-4.026551066508684,32.83681874534577,4.0,1.66,717.797,1
3.911332270917821,-0.0019990373812039,32.88348946511589,0.0004,3.911,727.75,1
3.468075685109538,-4.025502161433641,32.952155141016,4.0,1.656,737.719,1
3.906978899967973,-0.0016418891474059,32.966269597893486,0.0004,3.906,747.719,1
3.4643393158038083,-4.025271501635589,33.00856648133476,4.0,1.651,757.641,1
3.902474170422528,-0.0025029593519573,33.04359001933355,0.0004,3.902,767.579,1
3.4601008624570344,-4.024484275137344,33.03718619874915,4.0,1.647,777.594,1
3.897687262321864,-0.0027213287902299,33.08123953353512,0.0004,3.898,787.532,1
3.4560209867568554,-4.024132127652697,33.10780062109207,4.0,1.644,797.5,1
3.893567379520068,0.0012080999247454,33.15083294974775,0.0004,3.894,807.5,1
3.45203386359834,-4.02497562490591,33.13539840149471,4.0,1.639,817.516,1
3.888963499364628,-0.0009693878322659,33.2013718421896,0.0004,3.888,827.438,1
3.448206927781175,-4.025229218637361,33.178805493816405,4.0,1.635,837.375,1
3.8846371887964897,-0.000996932328977,33.26111278305011,0.0004,3.884,847.36,1
3.4442077941133484,-4.025702960793104,33.289287035329174,4.0,1.631,857.375,1
3.880308341558626,-0.0006948498194548,33.31740755293808,0.0004,3.88,867.36,1
3.4403193631118807,-4.0236321156079,33.31377148234051,4.0,1.63,877.329,1
3.8762504010475616,-0.0012769111269161,33.36569909914255,0.0004,3.876,887.36,1
3.436863431678248,-4.025050747797188,33.35433810703709,4.0,1.625,897.297,1
3.872032829120868,-2.249977940032641e-05,33.41504399409918,0.0004,3.872,907.313,1
3.4331307577644274,-4.0243615148666185,33.417203443592726,4.0,1.623,917.235,1
