Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time
1.6784693598659244,2.275671672051188,-0.016429833734861222,-0.45092502708334353,-0.8306443152032204,-2.09872199528747
1.7772732844350834,2.3335374390848145,0.007803669436506973,-0.6403606585352413,5.6763665010480535,-1.9556059874609855
2.3381840124618045,-1.1136652011321577,0.8003266740439882,0.5590830684000618,0.49733524085060715,-0.29498908391463624
2.0791268837232937,-1.1052535020683805,0.7296797306306907,0.48692255119363365,0.41483478328492157,-0.28950111653591026
1.863826733848182,-0.8602005260236044,0.7424940390190774,0.4487741467470295,0.3741599811989372,-0.2828029072043231
1.7018007089223193,-0.7997560337008273,0.7150322466063833,0.31515123557402197,0.34680594954612426,-0.22114583437689114
1.5984472618785823,-0.46378237633451774,0.41355772650548595,0.21437070786908677,0.3663836040660636,-0.12936004783867416
1.5186398580751883,-0.5721225669099758,-0.07841367965576564,0.15515797464718387,0.3415497767908989,-0.04632761373485001
1.4741059797220961,-0.35378263283073447,-0.365222096594817,0.17999767848275902,0.3093527836995427,0.029206190159820483
1.4123555261576968,-0.400151267198742,-0.5025666452976041,0.21003077337844575,0.2560741294319017,0.056962652977637834
1.3602954532755354,-0.4692973972091135,-0.6830808711443105,0.1897538769274867,0.1902763743806988,0.02146844027963611
1.342855050131017,-0.5170555780916611,-0.8662971675406833,0.11344582321553802,0.13106789934281876,0.053223023224900905
1.3009132197320126,-0.38946733062820593,-1.0818752957464135,0.015353669691836434,0.0960752070164282,0.09341858024171797
1.2667591380001764,-0.241085239161978,-1.340680621678685,-0.01174786479457432,0.12194959886876222,0.12568904354653246
1.2277123649844508,-0.2763851613947453,-1.6228895456745693,0.007777056632129457,0.1566914924167196,0.14236448045443503
1.1854500426785506,-0.49284518373980885,-1.7911094607371327,0.09682786438194087,0.21647394504873177,0.05433198760341007
1.1754957532855768,-0.4687091440777526,-1.899726345985556,0.15079991454351296,0.23984861654842712,-0.039560350624411406
1.1589833112460994,-0.4753456102821582,-1.970761610088496,0.16836220825960577,0.26797596349277003,-0.06479508629378038
1.1158352093012802,-0.4814110209993938,-1.9684429279314264,0.12883417694149596,0.262856108014282,-0.10245584465329705
1.0818929556845562,-0.4789254075239262,-2.1942340853893887,0.11858287141191744,0.2499651158150903,-0.13445139935923212
1.0378432600967986,-0.3113262701034089,-2.185561044519012,0.08880854722183751,0.20874595735441107,-0.12611870178088305
1.0381003879577164,-0.2650819201960098,-1.9646369352606587,0.0855242587332819,0.18251823654995325,-0.1514222335873504
1.0719112226821912,-0.3774657009505386,-1.8123511172193367,0.09627591991347911,0.17519098065349611,-0.15027466728699473
1.1381954401340404,-0.33882848455123965,-1.6356208498654592,0.10610120241424952,0.18891591088724477,-0.08468593365188025
1.2074575429581629,-0.15904875715530956,-1.4985964436630228,0.09693824597499477,0.20885975804580145,-0.020706858029977442
1.1886298796547394,-0.3598970200429689,-1.3344359213028014,0.07493084732606918,0.19119606152507929,0.04839830414010399
1.129393386442015,-0.4033209497398716,-1.2130879349660555,0.07305739779717098,0.17356967504768014,0.09522287750393636
1.0775596043790883,-0.4305380786207968,-1.0948072569940435,0.07320701810794604,0.14778978147297717,0.073321934252834
1.0782684379744267,-0.46557065137054193,-1.0614321100954969,0.06561825157560305,0.14784071434363205,0.010989885849188011
1.1254025534254608,-0.30315355428370844,-1.0623480486585926,0.054208072665984895,0.1788828677025407,-0.058996584887930505
1.1688498047922116,-0.2631523999931436,-1.0398143010976264,0.006830423170083422,0.20411850825609676,-0.07105836671981404
1.186132976531491,-0.13321813968968488,-0.969397436571866,-0.03839502515139392,0.19618122024608797,0.009370179088799946
1.1694837642867542,-0.07386931641334588,-0.9343004096106098,-0.016267065801663066,0.16890576445681124,-0.029693442547110243
1.1584788082516455,-0.137801148818565,-0.8648943580639538,0.06656679774740538,0.14859983672823127,-0.10075844430776311
1.1432418659395096,-0.26697554584272526,-0.7617821481209757,0.12686260569749086,0.12551560696190034,-0.09880172851173397
1.1552230400644432,-0.2541301260848344,-0.6697216154848485,0.13101520539358127,0.11346152399079029,-0.1459536649519165
1.1366531602454086,-0.17988917506021998,-0.6095059793556182,0.06303699731014199,0.11153684945556948,-0.09575042328860424
1.087803806516253,-0.0673700903422427,-0.5005591980534453,-0.019959340047037196,0.15920849403223855,-0.11251970833468443
1.0434642511014856,0.0581811903859297,-0.38492289774194227,-0.045668666318155214,0.17011040329346303,-0.16068284877469416
1.0665336997662307,0.14866953319918097,-0.326563871759841,-0.02677338800336324,0.1780768715348092,-0.09410051555006187
1.0760761848819824,0.06530419810847264,-0.2770674621240371,-0.018082948533678814,0.14841619524819763,0.07546663068308751
1.1311836910614215,-0.0861841713590877,-0.21559790815881028,0.011663605725052572,0.13584692400049914,0.1595451435834174
1.1677588651794886,-0.22802697765106253,-0.09477615478499322,0.042573911455838935,0.14558685175330294,0.16482668421430807
1.2238025315572079,-0.12171581675477783,-0.06420660826229918,0.03919100366667377,0.17649334424310967,0.10254048172396142
1.2728359276099763,0.0789750585557625,-0.013938827969391535,0.045601184898207775,0.21856356110210298,0.06616545454279717
1.2489836984626816,0.304159769611837,0.0227294476378605,0.03326596962788058,0.2224568138376508,0.07405832499868199
1.210719514706681,0.2958398856949465,0.18161815143374346,0.03251175365383477,0.19702224220258302,0.05711767070953414
1.215449884836423,0.3374712362060272,0.2846837264924845,-0.0017158626311430322,0.187842770436235,0.019785340347995437
1.2163509869655593,0.2764023684833408,0.31340578659984447,-0.04339482696576652,0.14781145259643214,0.009698068966171767
1.2376124113868856,0.27102812471880855,0.2738765740699454,-0.05353071867839274,0.12713613811269073,-0.03694707245587809
