Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time
1.1191847691076828,1.6396350291792725,-0.3284649507475961,-1.3048339468850132,-1.1432427594162256,-1.072448207436092
1.6597015503931614,6.085200212477205,-0.16426652552212334,-4.691482689148192,4.373997272034765,-0.8825833460451369
0.8666024550120923,-4.979252993830992,0.12380179055672628,3.9259375832709558,1.0289364375243137,-0.5324099792022038
1.227635128168801,-0.6128480768161295,0.377666845067085,0.5779827840005113,-0.05241244241668386,-0.35425749252405603
1.0934991938762935,-0.6939016690909837,0.554363107601504,0.6553689432128688,-0.07644345791538416,-0.34264448969036865
1.0130491157353039,-0.7430874781487975,0.6380124952176842,0.6256697876996178,-0.05831760139050387,-0.2805098270237558
0.973123280199791,-0.5306559556997333,0.3496181802761049,0.4888813534571033,0.00350844436705929,-0.16834000719385703
0.9347510270778024,-0.5874733755847271,-0.10027656211679396,0.4727329495030031,0.02674249488687323,-0.1253227071191748
0.9028434465171298,-0.6298005445039999,-0.39971931680312683,0.5772251267949292,0.04378120528410482,-0.1520245230465116
0.878433314848429,-0.6371432621295915,-0.5579036176468896,0.60599764409085,0.048803697283812064,-0.15052345080527793
0.8648718162700426,-0.5368702670394557,-0.693498444778894,0.5590564787624688,0.03563891196364229,-0.12119514913669993
0.8470148024675516,-0.5250928304820527,-0.8181812265858177,0.5436032740307396,0.04837304498620978,-0.09252751971070587
0.823125209262467,-0.575140564561989,-0.9604999463287882,0.559642884939064,0.08546314847328172,-0.06450821013475334
0.8235110969105427,-0.5591318475634289,-1.1265617716151461,0.5530622685446075,0.09629064628768542,-0.06380359066208503
0.8462382770414143,-0.5717716659595619,-1.3410629879642213,0.5238630529677801,0.07622755409759327,-0.09013035302729816
0.8163286884062311,-0.6037074110033893,-1.462057494471691,0.4841902493461627,0.0588693992427159,-0.03304208864459484
0.7358250420865232,-0.5857432762921486,-1.472957025248114,0.4340422664731795,0.04884392646416333,0.10755364598701501
0.6960898072623944,-0.5471618690894214,-1.633461566597365,0.37792813622218263,0.03603848377496225,0.18185597131735698
0.698636055745872,-0.5040043408834564,-1.768263514152103,0.31584717147209806,0.021995408579216374,0.18977859138644035
0.7283730059235642,-0.4975905071973128,-2.0688808436208035,0.30777666212669147,0.023326915267679087,0.14551550967300128
0.7882121477214242,-0.4900365306676366,-2.168888799617898,0.353718901066435,0.0369477185734603,0.04907298989291806
0.8058969822732743,-0.5361303775632956,-1.91862222326989,0.41772613421467564,0.0581789637361614,0.026267543927980502
0.7782476218921116,-0.6360092121702544,-1.617378463349068,0.4997980970526845,0.08547868117634184,0.07767830734590252
0.8001544466188607,-0.6106909545211877,-1.4186216378776215,0.4813707386606645,0.06827168057683637,0.047688025004510366
0.8698043644029684,-0.4661046253062988,-1.2997299387578998,0.36244734220846625,0.008100667135522191,-0.06371562084686554
0.9134753943772812,-0.4569110234215033,-1.2815931138066354,0.31549813053180525,-0.01078338278210012,-0.12276391126383308
0.9331827233444433,-0.4154139344847582,-1.4219634196729496,0.34052734148481467,0.011619776547629029,-0.13014038540701842
0.9206458386329235,-0.4432267308970274,-1.4627036085130467,0.4151956290163197,0.03285787173099123,-0.08981044824936053
0.8791368464441516,-0.5662452767164895,-1.4549933171659195,0.5395057420679739,0.05447434209353835,-0.0015894789188244662
0.8588757099063516,-0.5506150461684209,-1.3905155852443254,0.5579647199378693,0.05186434070421892,0.05319488449511178
0.8663972821430971,-0.5015765745920824,-1.261769096174432,0.4705737097206075,0.02811376482570596,0.07455471143873103
0.8835807728021597,-0.44868571309356087,-1.099485744332705,0.3771908790275628,0.010122138236941995,0.08498763720602326
0.9132344057257994,-0.374753972052621,-0.9694932935989528,0.2778251261693359,0.0009751109861779855,0.0844938290064426
0.9147262969567304,-0.34925376328135443,-0.8361515750733756,0.2753109001532495,0.0065759440496870915,0.1170451046963129
0.8890122258835134,-0.3950484455674667,-0.7801302019078581,0.3696506393549816,0.026924754948071127,0.18312815192285725
